,user_id,team,feedback,prompt_type,prompt_description,device,has_location,tasks_performed_day,team_prompts,goalsetting,dist,floor_div,diff_in_time,month_diff,user_id_0,user_id_1,user_id_2,user_id_3,user_id_4,user_id_5,user_id_6,user_id_7,prompt_description_0,prompt_description_1,prompt_description_2,prompt_type_0,device_0,device_1,device_2
22,72,8,0,question,check airco,airco,1,2,258,0.17135740971357388,6.0,2,18670,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
23,79,8,0,task,turn off computer,computer,1,0,1260,0.8368617683686446,57.21,1,18819,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
24,37,6,1,task,turn off lightning,lightning,1,0,729,0.4841843088418424,13.31,4,18778,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
25,12,13,0,question,check window,window,1,0,-1,0.0,64.69,1,18688,3,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
26,2,6,0,question,check window,window,1,0,1566,1.0,87.75,1,18941,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
27,98,4,1,question,check airco,airco,1,0,99,0.06575342465753418,31.29,0,18646,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
28,72,8,0,task,turn off airco,airco,1,1,893,0.5931091739310986,22.36,0,18763,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
29,66,8,0,question,check window,window,1,0,1984,1.0,11.71,2,18930,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
30,8,12,1,task,turn on window,window,1,0,1114,0.7398920713989396,36.65,5,18803,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
31,50,8,0,task,turn on lightning,lightning,1,1,1590,1.0,34.04,3,18871,3,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
32,38,6,1,task,turn off airco,airco,1,1,615,0.40846824408468185,24.62,1,18755,1,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
33,87,11,1,task,turn on airco,airco,1,1,-1,0.0,11.12,5,18877,3,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
34,82,7,0,task,turn off computer,computer,1,0,-1,0.0,15.83,4,18919,4,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
35,41,12,0,task,turn off lightning,lightning,1,0,348,0.2311332503113322,48.14,6,18684,4,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
36,83,3,0,task,turn on airco,airco,1,0,-1,0.0,38.48,1,18661,4,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
37,94,11,0,task,turn on airco,airco,1,0,-1,0.0,52.91,2,18791,0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
38,52,8,1,question,check heating,heating,1,0,387,0.2570361145703608,9.29,3,18688,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
39,93,9,0,task,turn on heating,heating,1,1,-1,0.0,39.13,1,18703,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
40,16,12,1,question,check airco,airco,1,0,289,0.1919468659194684,23.12,6,18675,4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
41,34,5,1,task,turn on airco,airco,1,0,-1,0.0,40.29,1,18882,3,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
42,45,8,1,question,check heating,heating,1,0,551,0.3659609796596093,64.64,0,18714,3,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
43,65,1,1,question,check weather,no_device,0,0,-1,0.0,16.76,0,18953,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
44,83,3,0,task,turn off computer,computer,1,1,-1,0.0,47.47,1,18946,5,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
45,51,0,0,task,turn off heating,heating,1,0,560,0.3719385637193851,58.13,3,18728,2,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
46,95,6,0,question,check heating,heating,1,0,1590,1.0,33.68,2,18946,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
47,23,9,0,question,check lightning,lightning,1,0,-1,0.0,20.46,2,18956,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
48,73,13,0,question,check window,window,1,0,-1,0.0,17.95,6,18950,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
49,81,12,0,task,turn on airco,airco,1,0,468,0.3108343711083433,31.54,5,18702,3,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
50,92,3,0,question,check window,window,1,0,-1,0.0,87.56,0,18668,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
51,28,0,0,question,check airco,airco,1,0,1822,1.0,52.75,4,18960,5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
52,74,15,0,task,turn on window,window,1,0,-1,0.0,54.82,0,18822,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
53,66,8,0,task,turn on heating,heating,1,0,288,0.19128268991282665,47.63,2,18673,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
54,74,15,0,task,turn off airco,airco,1,0,-1,0.0,25.3,5,18662,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
55,66,8,0,task,turn on heating,heating,1,0,59,0.03918638439186382,11.71,4,18637,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
56,54,11,0,task,turn off computer,computer,1,1,-1,0.0,57.77,2,18787,0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
57,5,5,1,task,turn off airco,airco,1,2,-1,0.0,67.18,2,18865,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
58,70,5,0,task,turn off computer,computer,1,0,-1,0.0,51.72,0,18869,2,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
59,8,12,1,task,turn on heating,heating,1,0,716,0.4755500207554995,17.67,2,18743,2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
60,92,3,0,question,check lightning,lightning,1,0,-1,0.0,67.01,5,18749,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
61,41,12,0,task,turn off heating,heating,1,0,631,0.41909506019095,55.57,3,18729,2,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
62,64,3,0,task,turn off window,window,1,0,-1,0.0,18.1,0,18628,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
63,42,6,1,task,turn off heating,heating,1,0,31,0.02058945620589456,8.74,3,18634,5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
64,77,2,1,question,check window,window,1,1,1517,1.0,49.9,6,18942,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
65,58,7,1,question,check computer,computer,1,1,-1,0.0,7.91,0,18808,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
66,3,4,0,task,turn off airco,airco,1,0,1744,1.0,30.96,3,18963,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
67,75,3,1,task,turn on lightning,lightning,1,0,-1,0.0,10.6,3,18788,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
68,31,1,1,question,check weather,no_device,0,0,-1,0.0,7.12,0,18849,2,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
69,28,0,0,question,check heating,heating,1,0,178,0.11822332918223315,23.37,7,18656,5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
70,51,0,0,question,check weather,no_device,0,0,997,0.6621834786218473,3.9,0,18805,0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
71,92,3,0,question,check lightning,lightning,1,1,-1,0.0,12.07,1,18836,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
72,27,0,0,question,check lightning,lightning,1,1,960,0.6376089663761002,45.14,0,18797,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
73,77,2,1,question,check window,window,1,1,809,0.5373183893731862,24.5,6,18793,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
74,85,0,1,task,turn off airco,airco,1,0,652,0.43304275633042694,28.44,2,18746,2,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
75,27,0,0,task,turn off lightning,lightning,1,0,1252,0.83154836031551,21.25,6,18851,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
76,90,10,1,question,check airco,airco,1,0,2616,1.0,65.32,1,18950,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
77,93,9,0,question,check window,window,1,0,-1,0.0,36.5,2,18914,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
78,97,10,0,question,check heating,heating,1,0,1409,0.9358239933582749,10.43,1,18803,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
79,79,8,0,task,turn off computer,computer,1,0,2251,1.0,17.24,2,18972,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
80,25,10,0,question,check computer,computer,1,0,2385,1.0,44.25,2,18923,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
81,49,10,1,question,check window,window,1,2,1060,0.7040265670402817,22.82,3,18760,1,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
82,90,10,1,question,check window,window,1,1,398,0.26434205064342015,4.49,5,18678,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
83,90,10,1,task,turn off airco,airco,1,0,2356,1.0,65.32,5,18920,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
84,16,12,1,task,turn on lightning,lightning,1,0,393,0.26102117061021135,35.63,6,18691,3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
85,28,0,0,task,turn on airco,airco,1,1,810,0.537982565379828,12.01,2,18771,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
86,46,3,0,task,turn off heating,heating,1,0,-1,0.0,33.78,6,18896,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
87,6,2,1,question,check window,window,1,0,910,0.6044001660440095,33.25,0,18816,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
88,4,4,0,task,turn on window,window,1,0,808,0.5366542133665444,19.71,3,18791,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
89,95,6,0,question,check weather,no_device,0,0,496,0.32943129929431253,7.88,0,18733,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
90,30,13,1,question,check weather,no_device,0,1,-1,0.0,5.15,0,18650,5,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
91,96,4,0,question,check airco,airco,1,0,707,0.4695724366957237,1.77,1,18770,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
92,85,0,1,task,turn off airco,airco,1,1,272,0.1806558738065585,27.6,0,18673,4,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
93,43,7,1,question,check weather,no_device,0,0,-1,0.0,0.84,0,18972,6,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
94,44,2,1,question,check lightning,lightning,1,0,1341,0.8906600249066315,52.46,3,18907,4,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
95,5,5,1,question,check heating,heating,1,0,-1,0.0,63.86,4,18811,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
96,71,0,0,task,turn on heating,heating,1,0,889,0.5904524699045314,8.44,3,18784,0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
97,95,6,0,task,turn on lightning,lightning,1,1,994,0.6601909506019219,48.94,1,18834,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
98,60,12,1,task,turn off window,window,1,0,2178,1.0,85.31,1,18971,6,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
99,99,11,0,task,turn off airco,airco,1,0,-1,0.0,2.76,3,18783,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
100,75,3,1,question,check weather,no_device,0,0,-1,0.0,10.6,0,18763,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
101,18,3,1,question,check heating,heating,1,0,-1,0.0,5.08,2,18660,4,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
102,2,6,0,question,check computer,computer,1,0,959,0.6369447903694584,33.96,4,18828,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
103,44,2,1,question,check airco,airco,1,0,1041,0.6914072229140872,22.48,6,18843,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
104,57,10,0,question,check lightning,lightning,1,1,237,0.15740971357409694,23.59,2,18657,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
105,20,14,1,question,check computer,computer,1,0,571,0.37924449979244446,66.51,3,18910,4,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
106,89,6,1,question,check computer,computer,1,1,1761,1.0,18.99,4,18981,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
107,88,10,0,question,check lightning,lightning,1,1,2284,1.0,60.47,2,18911,4,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
108,5,5,1,task,turn on lightning,lightning,1,0,-1,0.0,84.55,3,18761,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
109,47,7,1,task,turn off heating,heating,1,0,-1,0.0,35.58,3,18933,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
110,52,8,1,task,turn on heating,heating,1,0,997,0.6621834786218473,29.19,4,18779,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
111,48,0,1,question,check lightning,lightning,1,1,1747,1.0,24.15,2,18946,5,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
112,83,3,0,task,turn off window,window,1,0,-1,0.0,21.91,0,18899,3,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
113,1,10,1,question,check window,window,1,1,1119,0.7432129514321487,63.63,3,18768,1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
114,1,10,1,question,check airco,airco,1,0,1332,0.8846824408468552,28.12,1,18796,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
115,71,0,0,question,check airco,airco,1,0,1727,1.0,49.67,0,18942,5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
116,32,3,0,question,check computer,computer,1,2,-1,0.0,26.38,4,18659,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
117,42,6,1,question,check lightning,lightning,1,0,807,0.5359900373599026,34.02,2,18794,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
118,78,13,0,task,turn on window,window,1,0,-1,0.0,44.88,1,18827,1,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
119,17,10,1,question,check heating,heating,1,0,1709,1.0,32.67,2,18841,2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
120,50,8,0,question,check airco,airco,1,0,1776,1.0,26.83,3,18899,3,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
121,36,9,0,question,check lightning,lightning,1,0,-1,0.0,11.34,1,18735,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
122,25,10,0,task,turn on airco,airco,1,0,2811,1.0,42.51,2,18974,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
123,50,8,0,task,turn on window,window,1,0,2077,1.0,30.07,3,18945,5,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
124,50,8,0,question,check heating,heating,1,0,364,0.24176006641760034,14.74,3,18685,4,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
125,5,5,1,question,check window,window,1,2,-1,0.0,43.86,5,18956,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
126,52,8,1,question,check lightning,lightning,1,0,1738,1.0,9.29,2,18894,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
127,24,8,0,question,check airco,airco,1,0,1480,0.9829804898298438,46.63,1,18855,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
